_id,글램핑내부시설,기타부대시설,기타정보,기타주변이용가능시설,문의처,바닥형태(단위:면),사이트간격,사이트크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반내부시설,캠프이름,캠핑장비대여,캠핑장유형,캠핑장환경,홈페이지,화로대
8159,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-240-1626,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 춘천시 북산면 오봉산길 630,,,청평사국민여가캠핑장,,일반야영장,,,개별
8160,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-867-8806,,,,,,"봄,여름,가을,겨울",평일+주말,,경남 남해군 창선면 서부로 892-9,,,가반나야영장,,일반야영장,/민간,홈페이지바로가기새창으로,개별
8161,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충남 금산군 제원면 낙안길 107-13,,,금강뷰,,일반야영장,,,개별
8162,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충남 공주시 유구읍 구계연종길 473,,,연종캠핑장,,일반야영장,,,개별
8163,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 경주시 천북면 새터흥림길 1-27,,,소풍,,일반야영장,,,개별
8164,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 포항시 북구 청하면 해안로 2264,,,보라보라카라반캠핑장,,일반야영장,,,개별
8165,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경남 밀양시 단장면 단장로 905,,,밀양가보자캠핑장,,일반야영장,,,개별
8166,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 포천시 이동면 여우고개로242번길 21-27,,,프로미스,,일반야영장,,,개별
8167,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 홍천군 홍천읍 높은터로 235,,,높은터캠핑장,,자동차야영장,,홈페이지바로가기새창으로,개별
8168,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전북 순창군 동계면 장군목길 352,,,섬진강권역거북이야영캠핑장,,일반야영장,,,개별
8169,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"033-462-7135,010-9356-1504",파쇄석 (12) 테크 (11),,5 X 6 : 23개,소화기 (20),전화,"봄,여름,가을,겨울",평일+주말,강/물놀이,강원 인제군 북면 십이선녀탕길 83,일반야영장(13면) 자동차야영장사이트(3면),,십이선녀탕캠핑장,,"일반야영장,자동차야영장","숲,계곡,강/민간",홈페이지바로가기새창으로,개별
8170,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,제주특별자치도 서귀포시 안덕면 광평로 34-154,,,스타빌,,일반야영장,,,개별
8171,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 포천시 일동면 윗갈기1길 60,,,더설렘,,일반야영장,,,개별
8172,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 청도군 운문면 운문로 1158-10,,,거림캠핑장,,일반야영장,,,개별
8173,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 충주시 금가면 오미기2길 62-1,,,탄금호야영장(구명수네야영장),,일반야영장,,,개별
8174,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 가평군 가평읍 북한강변로 360-93,,,크리스월드((주)크리스월드더레지던스),,일반야영장,,,개별
8175,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-463-6510,,,,소화기 (25),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,낚시,강/물놀이",강원도 인제군 기린면 진동리 618번지,일반야영장(44면),,진동리국민여가캠핑장byzapza,,일반야영장,"산,계곡/지자체",홈페이지바로가기새창으로,개별
8176,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 여주시 북내면 당전로 470,,,캠핑주막,,일반야영장,계곡,홈페이지바로가기새창으로,개별
8179,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,소화기 (20),전화,"봄,여름,가을,겨울",평일+주말,해수욕,충남 태안군 남면 몽산포길 65-5,,,몽산포감성캠핑장,,일반야영장,해변/민간,홈페이지바로가기새창으로,개별
8180,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-672-0462,,,,"소화기 (10)
방화수 (2)
화재감지기 (15)",전화,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",강원 양양군 서면 송어길 38,일반야영장(15면),,오색허브농원캠핑장(오색허브야영장),,일반야영장,산/민간,홈페이지바로가기새창으로,개별
8181,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (3)
방화수 (1)
방화사 (1)
화재감지기 (4)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,경남 합천군 대병면 신성동1길 19,일반야영장(1면) 카라반(2면),,합천호문워크카라반캠핑(MOONWALK카라반캠핑장),,"일반야영장,카라반",강,,개별
8182,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (30)
방화수 (1)
방화사 (1)","전화,온라인실시간예약,현장","봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,해수욕,청소년체험시설,농어촌체험시설",인천 강화군 하점면 고려산로 329-74,일반야영장(35면),,강화버팔로캠팜,화로대,일반야영장,산/민간,홈페이지바로가기새창으로,개별
8183,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-297-1122,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 청주시 상당구 낭성면 단재로 1890,,,낭추골캠핑장,,일반야영장,,홈페이지바로가기새창으로,개별
8184,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 포천시 화현면 화동로 218-18,,,운악산진우네캠핑장,,일반야영장,,,개별
8185,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 군위군 부계면 원효길 59-1,,,군위솔밭야영장,,일반야영장,,,개별
8186,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-635-3330,테크 (29),,,,온라인실시간예약,"여름,가을",평일+주말,"수상레저,해수욕,청소년체험시설",강원 고성군 죽왕면 봉수대길 10-22,일반야영장(29면) 자동차야영장사이트(84면) 카라반(10면),,봉수대해변캠핑장,,자동차야영장,해변/지자체,홈페이지바로가기새창으로,개별
8187,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 용인시 처인구 양지면 송주로236번길 82-19,,,젤코바캠핑장,,일반야영장,,,개별
8188,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전북 완주군 운주면 대둔산로 2100-25,,,대둔산캠핑펜션오토캠핑장,,일반야영장,산,홈페이지바로가기새창으로,개별
8189,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경남 사천시 용현면 사천대교로 75-61,,,거북선마을캠핑장,,일반야영장,,,개별
8190,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경남 사천시 해안관광로 68-20 (실안동),,,산으로간낚시꾼캠핑장,,일반야영장,,홈페이지바로가기새창으로,개별
8191,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-972-6635,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 칠곡군 가산면 가산로 891,,,가산산성마을캠핑장,,일반야영장,/민간,홈페이지바로가기새창으로,개별
8192,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 삼척시 근덕면 초곡길 380,,,어썸비치,,일반야영장,,,개별
8193,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,인천 강화군 길상면 장흥로101번길 63-9,,,사르데냐오토캠핑장,,자동차야영장,,,개별
8194,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전남 보성군 회천면 공룡로 206-42,,,보성지중해야영장,,일반야영장,,,개별
8195,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-661-0606,,,,,,"봄,여름,가을,겨울",평일+주말,,전남 여수시 화정면 여산길 150,,,낭도야영장,,일반야영장,"해변,섬",홈페이지바로가기새창으로,개별
8196,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-272-0667,,,,,전화,"봄,여름,가을,겨울",평일+주말,,경남 창원시 마산합포구 진전면 평암로 372-8,,,평암189야영장,,자동차야영장,,홈페이지바로가기새창으로,개별
8197,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을",평일+주말,,경북 경주시 산내면 문복로 506-16,,,에코밸리캠프,,일반야영장,,,개별
8198,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 경주시 산내면 문복로 106,,,숲속에관광농원,,자동차야영장,,,개별
8199,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-450-5198,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 철원군 갈말읍 지경1길 69 두루웰숲속문화촌 관리사무소,,,두루웰캠핑장,,자동차야영장,,홈페이지바로가기새창으로,개별
8200,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 포천시 신북면 청신로1196번길 293-57,,,포천캠핑마을,,일반야영장,,홈페이지바로가기새창으로,개별
8201,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전북 고창군 아산면 선운사로 158-62,,,고창군선운산국민여가캠핑장,,일반야영장,,,개별
8202,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3169-9571,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 양평군 청운면 목내미길 83-215,,,양평숲비룡캠프장,,일반야영장,,홈페이지바로가기새창으로,개별
8203,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (10)
방화수 (1)
방화사 (1)
화재감지기 (1)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,강/물놀이",경기 가평군 가평읍 경반안로 223,자동차야영장사이트(9면),,우니메이카(가평점),텐트 릴선 화로대 식기 침낭,자동차야영장,산/민간,,공동취사장
8204,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 단양군 가곡면 을전길 56-1,,,을전56오토캠핑장,,자동차야영장,,,개별
8205,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경상남도 산청군 금서면 지막리 915,,,꽃길글램핑,,일반야영장,,,개별
8206,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-8859-8800,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 가평군 설악면 장수로 156-20,,,네잎클로버캠핑장,,일반야영장,,,개별
8207,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 가평군 조종면 연인산로 595-1,,,달무리캠핑장,,일반야영장,,,개별
8208,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 괴산군 청천면 후평도원로 484,,,승암159캠핑장,,일반야영장,,홈페이지바로가기새창으로,개별
8209,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-834-7271,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 연천군 군남면 군중로 134,,,연천미라클타운,,일반야영장,,홈페이지바로가기새창으로,개별
8210,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-855-2255,,,,,,"봄,여름,가을,겨울",평일+주말,,경남 사천시 서포면 토끼로 215,,,토리글램핑,,자동차야영장,섬,홈페이지바로가기새창으로,개별
8211,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원도 홍천군 서석면 검산리 106,,,그린필로우,,자동차야영장,,홈페이지바로가기새창으로,개별
8212,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 연천군 중면 합내로 458,,,우니메이카(연천점),,일반야영장,,,개별
8213,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-453-8399,,,,,,"봄,여름,가을,겨울",평일+주말,,전남 무안군 망운면 노을길 143,,,노을길야영장,,일반야영장,,,개별
8214,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충남 천안시 서북구 성거읍 보명사길 74-13,,,천안밤나무골가족캠핑장,,일반야영장,,,개별
8215,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (10)
방화수 (1)
화재감지기 (4)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,강/물놀이",강원 원주시 호저면 칠봉로 604-5,,,그린애캠핑장,,일반야영장,숲/민간,,개별
8216,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (10),,,"소화기 (8)
방화수 (2)",전화,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,강/물놀이,농어촌체험시설",강원 홍천군 서면 개야로 304-229,일반야영장(10면),,두미리관광농원,"릴선
화로대
난방기구",일반야영장,"산,숲,강/민간",홈페이지바로가기새창으로,개별
8217,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-374-1197,,,,"소화기 (32)
방화사 (2)
화재감지기 (13)",온라인실시간예약,"봄,가을",평일+주말,산책로,전남 화순군 이서면 도원길 80-30,일반야영장(19면),,도원야영장(2021-1),,일반야영장,산/국립공원,홈페이지바로가기새창으로,개별
100000,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-434-6677,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 김천시 어모면 은림로 62-11,,,파크킹,,자동차야영장,,,개별
100001,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 횡성군 서원면 서원서로102번길 3-18,,,봉즈살롱,,일반야영장,,,개별
100002,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3148-9970,테크 (15),,,"소화기 (20)
방화수 (1)
방화사 (1)
화재감지기 (15)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,강/물놀이,수영장,청소년체험시설",경기 가평군 설악면 유명산길 61-75,일반야영장(1면) 카라반(15면),,힐링피아카라반글램핑풀캠핑장,,일반야영장,"산,숲,강/민간",홈페이지바로가기새창으로,개별
100003,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"043-1668-3972,010-3409-2476",,,,"소화기 (16)
방화수 (1)
방화사 (1)
화재감지기 (1)",전화,"봄,여름,가을,겨울",평일+주말,산책로,충남 태안군 소원면 산간이길 158-24,일반야영장(15면),,우니메이카태안점,화로대,일반야영장,숲/민간,,개별
100004,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-332-0009,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 평창군 평창읍 뇌운계곡로 659-6,,,뇌운계곡글램핑,,일반야영장,,홈페이지바로가기새창으로,개별
100005,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 충주시 앙성면 학교말2길 50,,,충주비내캠프체험학습장,,일반야영장,,,개별
100006,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충남 태안군 남면 몽산포길 63-23,,,솔비치캠핑장,,일반야영장,,홈페이지바로가기새창으로,개별
100007,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 포항시 북구 죽장면 새마을로 3351,,,가온오토캠핑장,,일반야영장,,홈페이지바로가기새창으로,개별
100008,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (25)
방화수 (2)
방화사 (2)
화재감지기 (17)",전화,"봄,여름,가을,겨울",평일+주말,산책로,전남 강진군 강진읍 해강로 1038-30,일반야영장(3면) 자동차야영장사이트(3면) 글램핑시설(14면) 카라반(3면),,림스글램핑,,"일반야영장,자동차야영장,카라반,글램핑",/민간,홈페이지바로가기새창으로,개별
100009,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 포항시 남구 호미곶면 해맞이로46번길 134,,,호미곶유니의바다카라반캠핑장,,일반야영장,,,개별
100010,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 고령군 덕곡면 가륜장길 20-7,,,예손캠핑장,,일반야영장,도심,,개별
100011,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-431-9600,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 시흥시 거북섬둘레길 42 (정왕동),,,(주)웨이브파크,,일반야영장,,,개별
100012,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북 포항시 남구 구룡포읍 동해안로 4166-17,,,포에스카라반파크,,일반야영장,,,개별
100013,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-771-4664,,,,,,"봄,여름,가을,겨울",평일+주말,,경기도 양평군 옥천면 옥천창말길 18-80,,,약수동산,,일반야영장,,홈페이지바로가기새창으로,개별
100014,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충청남도 태안군 원북면 방갈리 515-26,,,학암포글램핑,,일반야영장,,,개별
100015,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-972-9900,,,,,,"봄,여름,가을,겨울",평일+주말,,경남 산청군 단성면 호암로 702-22,,,더예감스테이,,자동차야영장,/민간,홈페이지바로가기새창으로,개별
100016,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경남 함양군 서상면 부전계곡로 245,,,캠프더포레,,자동차야영장,,,개별
100017,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,인천 강화군 길상면 동검길154번길 24-19,,,태그하우스,,일반야영장,,홈페이지바로가기새창으로,개별
100018,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,여름,평일+주말,,강원도 속초시 대포동 591 번지선,,,외옹치마을해수욕장해변야영장,,일반야영장,/지자체,,개별
100019,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전라북도 무주군 설천면 삼공리 810-2,,,양지뜰캠핑장,,일반야영장,,홈페이지바로가기새창으로,개별
100020,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (10),,,소화기 (6),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,강원 양양군 현북면 법수치길 1168-2,일반야영장(10면) 글램핑시설(2면),,우리들캠핑장,,"일반야영장,글램핑","산,계곡/민간",홈페이지바로가기새창으로,개별
100021,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 가평군 설악면 어비산길 15-23,,,밤벌캠핑장,,일반야영장,,,개별
