_id,리뷰수,사업체,이미지,전화번호,조회수,지역이름,추천수,캠핑장설명,캠핑장이름,캠핑장정보
2178,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/948/thumb/thumb_720_5165h1AgvbF4h7Ri7KzG33eJ.jpg"" height=""180"" width=""280"">",033-374-7677,10673,강원 영월군 무릉도원면 무릉법흥로 782-26 뜨란솔 캠핑장 ,1,캠핑장정보 더보기 ,[강원도 영월군] 뜨란솔 캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
놀이터
산책로
운동시설

"
2179,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3369/thumb/thumb_720_1011kRNS8EANQFEXYK3Dl7Jj.jpg"" height=""180"" width=""280"">",033-374-9058,10434,강원 영월군 무릉도원면 무릉법흥로 932 하얀여울 ,1,캠핑장정보 더보기 ,[강원도 영월군] 하얀여울,"

전기
와이파이
장작판매
온수

"
2180,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2928/thumb/thumb_720_44530JoFOCxJKxlnUKOmdhiW.jpg"" height=""180"" width=""280"">",None,10031,강원 영월군 무릉도원면 무릉법흥로 1278-8 ,1,캠핑장정보 더보기 ,[강원도 영월군] 청송캠핑장 ,"

전기
와이파이
온수
운동시설

"
2181,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3580/thumb/thumb_720_3830wBx0oCfAA509OYjjlyim.jpg"" height=""180"" width=""280"">",None,10342,강원 영월군 무릉도원면 백년계곡길 66-16 244-1 ,1,캠핑장정보 더보기 ,[강원도 영월군] 황토와 통나무 캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
운동시설

"
2182,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1114/thumb/thumb_720_8111tlMwNTiJJZFCRWN1EHSN.jpg"" height=""180"" width=""280"">",010-5207-4803,13288,전북 무주군 안성면 원통사로 294 ,1,"캠핑장정보 더보기 무주 솔밭야영장은 덕유산 자락의 깊은 계곡을 따라 수 십 년된 소나무가 울창한 솔밭 권역 내에 위치하고 있으며, 공기...",[전라북도 무주군] 무주 솔밭야영장 ,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
산책로
운동장

"
2183,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2625/thumb/thumb_720_9098yXNMRiipjAmHpVL8jhVb.jpg"" height=""180"" width=""280"">",010-3450-3093,10334,강원도 영월군 수주면 무릉법흥로 1174  ,1,캠핑장정보 더보기 ,[강원도 영월군] 자연이랑캠프 ,"

전기
와이파이
온수
트렘폴린
물놀이장
운동시설

"
2184,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,9587,강원 영월군 무릉도원면 새막골길 165-13 두산 캠핑장 ,1,캠핑장정보 더보기 ,[강원도 영월군] 두산 캠핑장,"

전기
와이파이
장작판매
온수
놀이터
운동시설

"
2185,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/913/thumb/thumb_720_6618kMMWuX9JVpJapHsHR1v6.jpg"" height=""180"" width=""280"">",033-374-3077,12847,강원 영월군 무릉도원면 두산길 237-4 두산분교 캠핑장 ,1,캠핑장정보 더보기 ,[강원도 영월군] 두산분교 캠핑장,"

전기
와이파이
장작판매
온수
운동장
운동시설

"
2186,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/837/thumb/thumb_720_3233GnC14vGDFD1Q0VKrBgcd.jpg"" height=""180"" width=""280"">",033-375-8009,12309,강원 영월군 무릉도원면 엄둔길 390 도원패밀리캠핑장 ,1,캠핑장정보 더보기 ,[강원도 영월군] 도원패밀리캠핑장,"

전기
장작판매
온수
트렘폴린
놀이터
운동장
운동시설

"
2187,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2257/thumb/thumb_720_9649aH5VgYno8KkjNM7pfbSU.jpg"" height=""180"" width=""280"">",None,9997,강원 영월군 김삿갓면 내리계곡로 1162-1 ,0,캠핑장정보 더보기 ,[강원도 영월군] 예다움 캠핑장 ,"

전기
와이파이
장작판매
온수
운동시설

"
2188,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",033-374-8126,9709,강원 영월군 무릉도원면 무릉법흥로 940 ,1,캠핑장정보 더보기 ,[강원도 영월군] 밤골야영장 ,"

전기
장작판매
온수

"
2189,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1575/thumb/thumb_720_0714kkJ7dmlEQ5lEcFPIxc4y.jpg"" height=""180"" width=""280"">",033-374-9142,13446,강원 영월군 무릉도원면 무릉법흥로 994-23 상우농장 ,1,캠핑장정보 더보기 ,[강원도 영월군] 상우농장 야영장,"

전기
와이파이
장작판매
온수
트렘폴린
운동시설

"
2190,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/596/thumb/thumb_720_1357SVCIIJ9GVMbfiRHac8jL.jpg"" height=""180"" width=""280"">",010-5430-7177,14816,강원 영월군 무릉도원면 백년계곡길 193 너와나 야영장 ,1,캠핑장정보 더보기 ,[강원도 영월군] 너와나 야영장 ,"

전기
와이파이

"
2191,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",054-927-0077,8758,경북 영천시 임고면 포은로 175-32 ,0,캠핑장정보 더보기 ,[경상북도 영천시] 글램코티지,None
2192,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7110/thumb/thumb_720_6824POGgCmNBQ25DMHNik5cK.jpg"" height=""180"" width=""280"">",061-383-4811,15456,전남 담양군 용면 용소길 6 742-4 ,1,"캠핑장정보 더보기 가족소풍은 담양군 용면 용연리에 위치한 곳으로 가든과 펜션이 함께 있는 캠핑장이다. 4,000평 규모의 부지에 운영되...",[전라남도 담양군] 가족소풍캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터
산책로
운동시설

"
2193,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7143/thumb/thumb_720_8866b6ZeMTf0h5uvgXR45ikz.jpg"" height=""180"" width=""280"">",010-3625-9457,13832,전남 담양군 금성면 금성산성길 260 40-2 ,1,캠핑장정보 더보기 담양군 금성면 금성산성길에 있는 메타파크는 담양의 우거진 나무숲을 드라이브하다 보면 쉽게 찾을 수 있다. 담양댐과 한...,[전라남도 담양군] 메타파크 ,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터
운동시설

"
2194,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3421/thumb/thumb_720_7505KJwoHfoHzU9mPu5UTj6O.jpg"" height=""180"" width=""280"">",061-379-3736,15994,전라남도 화순군 한천면 죽헌로 719 ,2,"캠핑장정보 더보기 화순군 천운산 자락, 한천자연휴양림 내 위치한 한천자연휴양림캠핑장은 깨끗한 카라반과 쾌적한 야영장시설로 편리한 캠핑을...",[전라남도 화순군] 한천 자연휴양림 ,"

전기
온수
트렘폴린
놀이터
산책로

"
2195,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6803/thumb/thumb_720_0429tkWSBeuCstJSIFAyyXqy.jpg"" height=""180"" width=""280"">",061-393-3088,32694,전라남도 장성군 북하면 약수리 108 ,14,"캠핑장정보 더보기 백양사내에 위치한 가인야영장은 백암산에 둘러싸여 있으며, 11838㎡의 면적에 일반야영장 52면으로 이루어졌다. 사이...",[전라남도 장성군] 백양사 가인야영장,"

전기
놀이터

"
2196,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3602/thumb/thumb_720_0420TUrLs6lMmylvWimUzXJu.jpg"" height=""180"" width=""280"">",061-394-6777,12068,전라남도 장성군 황룡면 아곡리 293-4 ,1,캠핑장정보 더보기 휴파크 오토캠핑장은 장성에 위치한 홍길동 테마파크 내에 있는 카라반 캠핑장이다. 광주에서는 차로 30분 정도 소요되며...,[전라남도 장성군] 휴파크 오토캠핑장,"

전기
장작판매
온수
물놀이장
놀이터
산책로
운동시설

"
2197,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/931/thumb/thumb_720_2798M6zRJaotMqt5AruEpLId.jpg"" height=""180"" width=""280"">",None,11896,전라남도 장성군 북하면 가인길 59-9 ,1,캠핑장정보 더보기 들음카라반 캠핑장은 백양사 내장산 국립공원 안에 위치한 캠핑장이다. 매표소에서 입장할 때 카라반 예약을 했다고 말해야...,[전라남도 장성군] 들음카라반 캠핑장,"

전기
와이파이
장작판매
온수

"
2198,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2272/thumb/thumb_720_1906hgVDWHjzZriJ7VcxLqkU.jpg"" height=""180"" width=""280"">",None,13514,전라남도 장성군 삼계면 화산길 1  옛서당캠핑농원 ,1,캠핑장정보 더보기 옛서당캠핑농원은 장성군 삼계면 화산길에 위치한 폐교를 개조해서 만든 캠핑장이다. 주말(금~일)에만 이용 가능하며 오토...,[전라남도 장성군] 옛서당캠핑농원 ,"

전기
장작판매
온수
물놀이장
놀이터
산책로
운동장
운동시설
마트.편의점

"
2199,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/953/thumb/thumb_720_4969027B1TKL3iIAePnfhnVm.jpg"" height=""180"" width=""280"">",070-4273-4002,12018,전라남도 장성군 북하면 월성리  811-2 ,1,"캠핑장정보 더보기 라온글램핑은 장성군 북하면 월성리, 전국 최대 규모의 편백나무 조림지인 병풍산 자락에 자리 잡은 곳으로 전체면적 2,...",[전라남도 장성군] 라온 글램핑 ,"

전기
와이파이
장작판매
물놀이장
놀이터

"
2200,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2167/thumb/thumb_720_9449ZcCiPLQ2MXY8tlxVV99T.jpg"" height=""180"" width=""280"">",1588-3896-,18087,전라남도 여수시 돌산읍 돌산로 3017-15  여수굴전여가캠핑장 ,1,캠핑장정보 더보기 굴전여가캠핑장은 평사리 굴전마을에 위치한 캠핑장으로 폐교인 구 굴전초등학교를 여수시에서 매입하여 지어진 곳이다. 하지...,[전라남도 여수시] 여수굴전여가캠핑장,"

전기
놀이터
산책로
운동장

"
2201,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2166/thumb/thumb_720_4042xwstOpa5jVglPp3584kT.jpg"" height=""180"" width=""280"">",061-644-1333,15562, 전남 여수시 돌산읍 진모1길 29-38 ,0,캠핑장정보 더보기 여수밤바다힐링파크는 이름처럼 여수밤바다를 보며 힐링 할 수 있는 다기능 복합리조트이다. 낮에는 확 트인 바다와 아름다...,[전라남도 여수시] 여수 밤바다 관광농원야영장 ,"

전기
와이파이
장작판매
온수
물놀이장
산책로
운동장
마트.편의점

"
2202,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/477/thumb/thumb_720_6084Elvp4HpgPMVvfPp3kRIz.jpg"" height=""180"" width=""280"">",061-666-6800,23373,전라남도 여수시 대유길 36-2  금오도 야영장 ,1,캠핑장정보 더보기 여수 금오도 대유마을에 위치한 금오도야영장은 폐교를 새로 단장해 마을에서 운영하는 캠핑장으로  저렴한 가격을 자랑한다...,[전라남도 여수시] 금오도 야영장 ,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
산책로
운동장
운동시설

"
2203,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1941/thumb/thumb_720_2507k1ovSfpCMRnaDNQ9mhjU.jpg"" height=""180"" width=""280"">",061-665-0066,15464,전라남도 여수시 남면 금오로 1139  써니아일랜드 야영장 ,1,"캠핑장정보 더보기 써니아일랜드 야영장은 다도해해상 국립공원으로 지정된 청정의 섬, 여수 금오도에 위치해 있다. 아름다운 자연경관을 바라...",[전라남도 여수시] 써니아일랜드 야영장,"

전기
와이파이
장작판매
온수
놀이터
운동시설
마트.편의점

"
2204,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1389/thumb/thumb_720_73417ZLp7BXUdQgfMMR5H627.jpg"" height=""180"" width=""280"">",061-643-9180,13396,전라남도 여수시 돌산읍 신복리  산 391 ,1,캠핑장정보 더보기 봉황산자연휴양림야영장은 휴양림 내 편백숲 체험 및 산책뿐만 아니라 남해안의 아름다운 자연풍광을 벗 삼아 심신의 휴식과...,[전라남도 여수시] 봉황산자연휴양림 야영장,"

전기
온수
놀이터

"
2205,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2459/thumb/thumb_720_5164L5gN2Abo26MfnrG8Gycj.jpg"" height=""180"" width=""280"">",061-685-3314,13079,전라남도 여수시 웅천동  1692 ,2,캠핑장정보 더보기 웅천친수공원 야영장은 여수시 웅천동 웅천친수공원 내에 위치하고 있다. 일반야영장 70면으로 되어 있으며 사이트는 데크...,[전라남도 여수시] 웅천친수공원 야영장,"

놀이터

"
2206,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7266/thumb/thumb_720_3323PQaxIcydEP8J6CR8AROo.jpg"" height=""180"" width=""280"">",010-9069-9670,9623,경기 양평군 옥천면 사기점길 49-15 ,1,캠핑장정보 더보기 ,[경기도 양평군] 숲속의야영장,None
2207,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7329/thumb/thumb_720_9546zalqbQHRkkkaZ6e173m1.jpg"" height=""180"" width=""280"">",010-9135-1772,14675,경기 파주시 법원읍 초리골길 456-55 ,1,캠핑장정보 더보기 ,[경기도 파주시] 초리 포레스트,None
2208,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1682/thumb/thumb_720_7181lmM9CC3D5zESwBA7Smz6.jpg"" height=""180"" width=""280"">",063-652-9001,14265,전라북도 순창군 풍산면 대가리  7-1 ,1,"캠핑장정보 더보기 섬진강 향가오토캠핑장은 10여동의 글램핑과 9개의 방갈로 30여개의 1, 2야영장으로 나누어진 데크 사이트의 캠핑장이...",[전라북도 순창군] 섬진강향가오토캠핑장 ,"

전기
와이파이
장작판매
물놀이장
놀이터
운동장
운동시설
마트.편의점

"
2209,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/614/thumb/thumb_720_8837ldzf3X8rv2r3xvgyWyAq.jpg"" height=""180"" width=""280"">",063-650-1633,11698,전라북도 순창군 쌍치면 금성리  276 ,0,캠핑장정보 더보기 녹두장군 전봉준관은 정읍시와 인근한 순창 쌍치면의 ‘피노마을’에 있는데 이곳은 전봉준 장군이 체포되었던 피체지라고 한...,[전라북도 순창군] 녹두장군 전봉준관,"

전기
산책로

"
2210,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/402/thumb/thumb_720_2373DNud0R7IQiObuYZojoM9.jpg"" height=""180"" width=""280"">",063-653-4779,12467,전라북도 순창군 구림면 안심길 249  국립회문산자연휴양림 ,0,캠핑장정보 더보기 국립회문산 자연휴양림 야영장은 회문산 자연휴양림 내에 위치하고 있으며 산림청 국립자연휴양림관리소에서 관리하는 곳이다....,[전라북도 순창군] 국립회문산자연휴양림,"

놀이터

"
2211,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6764/thumb/thumb_720_3462IXfFkJ3mBey7bbrXyHsv.jpg"" height=""180"" width=""280"">",063-630-8900,18187,전라북도 남원시 산내면 덕동리 287-3 ,2,캠핑장정보 더보기 달궁힐링야영장은 지리산 달궁계곡을 끼고 있는 캠핑장으로 달궁자동차야영장과 도로를 사이에 두고 100m가량 떨어져 있다...,[전라북도 남원시] 달궁힐링야영장,"

운동시설

"
2212,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/565/thumb/thumb_720_001736UUN0ajHJs41jzazUpE.jpg"" height=""180"" width=""280"">",063-633-5333,12273,전라북도 남원시 갈치동  산 50-1 ,0,캠핑장정보 더보기 남원자연휴양림 캠핑장은 청룡산 내에 위치한 야영시설로 소나무숲 특유의 풍경과 맑은 공기를 마시며 캠핑을 즐길 수 있는...,[전라북도 남원시] 남원 자연휴양림 ,"

전기
운동시설

"
2213,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/564/thumb/thumb_720_89208gPeipMwhBFpS1I71knx.jpg"" height=""180"" width=""280"">",063-620-5752,41641,전북 남원시 운봉읍 주촌3길 49-4 ,7,캠핑장정보 더보기 남원 백두대간 국민여가캠핑장은 백두대간 생태교육장 전시관 옆에 자리 잡은 곳으로 2017년 하반기에 개장한 캠핑장이다...,[전라북도 남원시] 남원 백두대간 국민여가캠핑장,"

전기
놀이터
산책로
마트.편의점

"
2214,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2444/thumb/thumb_720_6783oCTGScUXn9FNIUNHc6Im.jpg"" height=""180"" width=""280"">",063-433-9205,18352,전라북도 진안군 주천면 동상주천로 1716  운일암반일암 ,1,캠핑장정보 더보기 운장산 자락 운일암반일암 관광지에 위치한 캠핑장으로 진안군에서 관리하는 캠핑장이다. 지명의  유래는 과거 절벽에 길이...,[전라북도 진안군] 운일암반일암관광지 야영장,"

운동시설

"
2215,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1336/thumb/thumb_720_3504QpbLNaTXricYkbmtK6mL.jpg"" height=""180"" width=""280"">",063-432-6068,11248,전라북도 진안군 석원로 24-0 석정휴게소  별빛두레펜션 ,0,"캠핑장정보 더보기 별빛두레펜션 캠핑장은 별빛두레펜션이 함께 운영하는 캠핑장으로 진안 부귀면 석원로에 위치해 있다. 펜션은 6개동, 일반...",[전라북도 진안군] 별빛두레펜션 캠핑장,"

전기
장작판매
운동시설

"
2216,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2445/thumb/thumb_720_2200wcX2N3KKRmsuoWvKMvE5.jpg"" height=""180"" width=""280"">",063-432-1193,12033,전라북도 진안군 정천면 휴양림길 77  운장산 자연휴양림 ,1,"캠핑장정보 더보기 운장산자연휴양림 야영장은 운장산 가장 높은 곳에 위치한 캠핑장으로 2,000년 첫선을 보였다. 펜션과 함께 운영 중이...",[전라북도 진안군] 운장산 자연휴양림 ,None
2217,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2659/thumb/thumb_720_4787IyySxnEwpFjoa9KZP7Na.jpg"" height=""180"" width=""280"">",063-352-5660,11733,전라북도 장수군 장수읍 논개사당길 65 ,2,캠핑장정보 더보기 장수누리파크 오토캠핑장은 누리파크 내에 위치한 19사이트로 이루어진 소규모 캠핑장이다. 규모는 아담하지만 인근에 누리...,[전라북도 장수군] 장수누리파크 오토캠핑장,"

전기
온수
놀이터

"
2218,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7205/thumb/thumb_720_3119TVSWmnNadqhd8U4swfDU.jpg"" height=""180"" width=""280"">",063-352-6645,13821,전라북도 장수군 번암면 사암리  64 ,1,"캠핑장정보 더보기 장수방화동캠핑장은 10,000㎡의 넓은 면적에 파란 하늘, 푸른 숲, 맑은 계곡이 어우러진 캠핑장이다. 
34개의...",[전라북도 장수군] 장수방화동캠핑장 ,"

전기
와이파이
장작판매
온수
트렘폴린
운동시설

"
2219,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1115/thumb/thumb_720_3495P2v94aTu8ORN450hV7SZ.jpg"" height=""180"" width=""280"">",063-322-0080,12270,전북 무주군 설천면 구천동로 1092-34 ,0,캠핑장정보 더보기 무주수목원 캠핑장은 해발 600m의 덕유산 자락에 위치한 오토캠핑장으로 글램핑장과 함께 운영되고  있다. 오토캠핑장 ...,[전라북도 무주군] 무주수목원캠핑장,"

전기
와이파이
장작판매
온수

"
2220,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1116/thumb/thumb_720_6292NE8EVxlJ4U48puaCUTz2.jpg"" height=""180"" width=""280"">",063-322-7111,9982,전라북도 무주군 설천면 심곡리  474-2 ,0,"캠핑장정보 더보기 무주카라반은 덕유산 국립공원 내 무주구천동 가장 높은 곳에 위치한 캠핑장으로 펜션을 함께 운영하고 있다. 펜션 3동,...",[전라북도 무주군] 무주카라반 ,None
2221,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3457/thumb/thumb_720_0721UeuyZanhsg1k3t4d9Sdo.jpg"" height=""180"" width=""280"">",None,10888,전라북도 무주군 안성면 덕산리  1318-3 ,1,캠핑장정보 더보기 해밀캠핑장은 무주 안성면 덕산리에 위치한 폐교를 개조해 만든 캠핑장으로 펜션과 함께 겸업하고 있다. 오토캠핑장은 파쇄...,[전라북도 무주군] 해밀캠핑장,"

전기
와이파이
장작판매
온수
산책로
운동시설

"
2222,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/814/thumb/thumb_720_1172r3o7HfkeK248pgPvlIAG.jpg"" height=""180"" width=""280"">",None,12315,전라북도 무주군 설천면 구천동로 1262-4  덕유캠프농장 ,1,"캠핑장정보 더보기 덕유캠프농장은 무주 덕유산 자락에 위치한 오토캠핑장으로 16,500㎡의 넓은 부지에 일반야영장 70면,  글램핑시설 ...",[전라북도 무주군] 덕유캠프농장 ,"

전기
와이파이
장작판매
온수
운동시설

"
2223,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1222/thumb/thumb_720_9458FBzObI82GgGPRzha0J5p.jpg"" height=""180"" width=""280"">",063-322-7265,11792,전라북도 무주군 설천면 두길리  1384 ,0,"캠핑장정보 더보기 반딧골캠핑장은 덕유산 국립공원 인근과 옛 신라와 백제의 경계관문이었던 나제통문에 위치하고 있는 곳으로 10,000㎡의...",[전라북도 무주군] 반딧골캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
운동시설

"
2224,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6942/thumb/thumb_720_98337g7g1lw1Z1wc4t13WEtp.jpg"" height=""180"" width=""280"">",063-322-7000,10688,전라북도 무주군 적상면 사산리  산235 ,0,"캠핑장정보 더보기 무주 밀모빨강치마 캠핑리조트는 오른쪽으로는 무주리조트의 설원, 정면으로는 적상산을 직접 바라 볼 수 있는 멋진 풍경을...",[전라북도 무주군] (주)밀모 빨강치마 야영장,"

전기
와이파이
장작판매
온수
산책로
운동장
운동시설
마트.편의점

"
2225,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1117/thumb/thumb_720_7195CfQAR9BKYK73MFW8GkQB.jpg"" height=""180"" width=""280"">",063-323-9000,12061,전라북도 무주군 안성면 공정리  1304 ,1,캠핑장정보 더보기 무주 덕유산 근처에 위치한 홀리데이파크 캠핑장은 가는 길부터 도착할 때까지 눈앞에 펼쳐진 모든 장면들이 그림 같아 감...,[전라북도 무주군] 무주홀리데이파크 ,"

전기
와이파이
장작판매
온수
물놀이장
운동시설

"
2226,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1112/thumb/thumb_720_9148yrQNUDGuNSa1sx6BOvls.jpg"" height=""180"" width=""280"">",063-322-5632,13824,전라북도 무주군 설천면 심곡리  270 ,0,캠핑장정보 더보기 무주구천동캠핑장은 무주 덕유산 자락의 소금강산이라 불리는 수심대에 위치한 캠핑장으로 2015년 9월에 오픈했다. 사이...,[전라북도 무주군] 무주 구천동 캠핑장 ,"

전기
장작판매
온수
물놀이장
놀이터
운동시설

"
2227,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/798/thumb/thumb_720_0816VVOzffbtQgrAbeZ6hLcF.jpg"" height=""180"" width=""280"">",063-322-2311,10788,전라북도 무주군 구천동로 543-0  더하루야영장 ,0,캠핑장정보 더보기 더하루야영장은 무주구천동에 위치한 곳으로 더하루 펜션과 함께 운영되고 있다. 무주 스키장과 10분 거리라 스키장 고객...,[전라북도 무주군] 더하루야영장 ,"

물놀이장

"
2228,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3339/thumb/thumb_720_0160R6RpZQBpHa9Bg4bfyyaz.jpg"" height=""180"" width=""280"">",None,12795,전라북도 임실군 성수면 왕방길 199-4  하늘구름길 캠핑장 ,1,캠핑장정보 더보기 하늘구름길 캠핑장은 임실군 성수면 성수산 자락에 위치한 곳으로 펜션과 겸업하고 있다. 캠핑장의 모든 사이트는 파쇄석이...,[전라북도 임실군] 하늘구름길 캠핑장 ,"

전기
온수
놀이터
운동장
운동시설

"
2229,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1660/thumb/thumb_720_4871F07NUEorvQuyyTyon8z8.jpg"" height=""180"" width=""280"">",None,11467,전라북도 완주군 운주면 고당리  230 선야봉캠핑장 ,1,캠핑장정보 더보기 선야봉캠핑장은 대둔산 내 운주계곡에 자리하고 있으며 펜션과 함께 운영한다. 수도권과 경남권 모두 2시간 이내에 올 수...,[전라북도 완주군] 선야봉 캠핑장 ,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
운동시설

"
2230,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/739/thumb/thumb_720_3729bfs7FulxKb2VaxbHfmBV.jpg"" height=""180"" width=""280"">",063-263-8070,13299,전라북도 완주군 운주면 장선리  310-17 ,1,캠핑장정보 더보기 대둔산글램핑 캠핑장은 호남의 소금강이라 불리는 대둔산 자락에 위치해있다. 대둔산은 전라북도와 충청남도를 잇는 경계로써...,[전라북도 완주군] 대둔산글램핑캠핑장 ,"

전기
온수
트렘폴린
물놀이장
운동시설

"
2231,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/734/thumb/thumb_720_2105tgndSBUKGgWwgPO9oajI.jpg"" height=""180"" width=""280"">",None,12538,전라북도 완주군 운주면 산북리  157-1 ,1,"캠핑장정보 더보기 대둔산 그린시티오토캠핑장은 호남의 금강산이라 불리는 대둔산 인근에 위치한 캠핑장으로 캠핑뿐만 아니라 글램핑, 펜션을 ...",[전라북도 완주군] 대둔산 그린시티 오토캠핑장 ,"

전기
온수
트렘폴린
물놀이장
놀이터
운동시설

"
2232,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2355/thumb/thumb_720_5406a2QSeySQgLVZNTCzVAWt.jpg"" height=""180"" width=""280"">",063-241-6155,15479,전라북도 완주군 소양면 해월리  898 ,1,캠핑장정보 더보기 완주소양캠핑장은 전주 한옥마을에서 20분 거리에 위치한 곳으로 다양한 평수의 캠핑 펜션과 62면의 캠핑사이트를 보유한...,[전라북도 완주군] 완주소양캠핑장 ,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
운동시설
마트.편의점

"
2233,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1182/thumb/thumb_720_3667CamphYIrLzhKaE6JSOuo.jpg"" height=""180"" width=""280"">",063-261-5153,14439,전라북도 완주군 화산면 종리  55-1 ,1,"캠핑장정보 더보기 민들레동산 캠핑장은 165,000㎡의 넓은 면적에 자연경관을 활용하여 숲을 조성하고, 숲에서 다양한 체험활동을 할 수...",[전라북도 완주군] 민들레동산 캠핑장 ,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
운동장
운동시설

"
